playerName,salary,season,,,,,
Bill Laimbeer,1319000,1992-93,,,,,
Todd Lichti,565180,1992-93,,,,,
Doc Rivers,895000,1992-93,,,,,
Radisav Curcic,140000,1992-93,,,,,
Malik Sealy,790000,1992-93,,,,,
Chucky Brown,140000,1992-93,,,,,
Alton Lister,1283000,1992-93,,,,,
Jerome Lane,225000,1992-93,,,,,
Spud Webb,1317000,1992-93,,,,,
Matt Geiger,140000,1992-93,,,,,
Corey Williams,200000,1992-93,,,,,
Kevin Gamble,1200000,1992-93,,,,,
Sam Mack,140000,1992-93,,,,,
Kenny Battle,140000,1992-93,,,,,
Keith Jennings,140000,1992-93,,,,,
Stephen Howard,140000,1992-93,,,,,
Winston Garland,134000,1992-93,,,,,
Dave Johnson,500000,1992-93,,,,,
Mike Brown,1275000,1992-93,,,,,
Hubert Davis,588000,1992-93,,,,,
Loy Vaught,1100000,1992-93,,,,,
Tim Hardaway,690000,1992-93,,,,,
Chris Smith,200000,1992-93,,,,,
Kurt Rambis,1100000,1992-93,,,,,
Christian Laettner,2100000,1992-93,,,,,
Gerald Wilkins,500000,1992-93,,,,,
Shawn Kemp,650000,1992-93,,,,,
Isaac Austin,130000,1991-92,,,,,
Stojko Vrankovic,665000,1991-92,,,,,
Dave Greenwood,100000,1991-92,,,,,
Dennis Rodman,1075000,1991-92,,,,,
Larry Johnson,1955000,1991-92,,,,,
Horace Grant,1750000,1991-92,,,,,
Chris Mullin,2844000,1991-92,,,,,
Ennis Whatley,130000,1991-92,,,,,
Tyrone Corbin,922000,1991-92,,,,,
Dave Hoppen,500000,1991-92,,,,,
Jeff Sanders,385000,1991-92,,,,,
Tate George,481000,1991-92,,,,,
Gerald Glass,705000,1991-92,,,,,
Kevin Brooks,625000,1991-92,,,,,
Karl Malone,2556000,1991-92,,,,,
Randy Breuer,1250000,1991-92,,,,,
Greg Foster,339000,1991-92,,,,,
Robert Reid,130000,1991-92,,,,,
Jerrod Mustaf,735000,1991-92,,,,,
Andrew Lang,700000,1991-92,,,,,
Olden Polynice,750000,1991-92,,,,,
Craig Hodges,700000,1991-92,,,,,
Brad Lohaus,1377000,1991-92,,,,,
Dan Majerle,535000,1991-92,,,,,
Terry Mills,850000,1991-92,,,,,
Andy Toolson,250000,1991-92,,,,,
Mark Aguirre,1232000,1991-92,,,,,
Bo Kimble,1150000,1991-92,,,,,
Robert Parish,3000000,1991-92,,,,,
Larry Krystkowiak,605000,1991-92,,,,,
Rafael Addison,311000,1991-92,,,,,
Jayson Williams,650000,1991-92,,,,,
Greg Kite,700000,1991-92,,,,,
Terry Cummings,1861000,1991-92,,,,,
Elliot Perry,130000,1991-92,,,,,
Travis Mays,1000000,1991-92,,,,,
Johnny Dawkins,1700000,1991-92,,,,,
Nick Anderson,750000,1991-92,,,,,
Dave Jamerson,840000,1991-92,,,,,
Billy Owens,1509000,1991-92,,,,,
Myron Brown,200000,1991-92,,,,,
Tony Smith,400000,1991-92,,,,,
Hot Rod Williams,3786000,1991-92,,,,,
Ricky Pierce,1750000,1991-92,,,,,
Rodney Monroe,217000,1991-92,,,,,
Orlando Woolridge,957000,1991-92,,,,,
Darrell Griffith,850000,1991-92,,,,,
Hakeem Olajuwon,3170000,1991-92,,,,,
Brad Sellers,600000,1991-92,,,,,
Derek Harper,1725000,1991-92,,,,,
Kenny Payne,410000,1991-92,,,,,
Scottie Pippen,2770000,1991-92,,,,,
Thurl Bailey,1000000,1991-92,,,,,
Charles Barkley,3200000,1991-92,,,,,
Bob Hansen,600000,1991-92,,,,,
Darnell Valentine,130000,1991-92,,,,,
Chuck Nevitt,118000,1991-92,,,,,
Mark Acres,547000,1991-92,,,,,
James Edwards,933000,1991-92,,,,,
Dikembe Mutombo,2005000,1991-92,,,,,
Dennis Hopson,950000,1991-92,,,,,
Duane Causwell,820000,1991-92,,,,,
Stacey Augmon,875000,1991-92,,,,,
Sam Vincent,1260000,1991-92,,,,,
Gary Grant,928000,1991-92,,,,,
Walter Palmer,275000,1991-92,,,,,
Nate McMillan,733000,1991-92,,,,,
Les Jepsen,504000,1991-92,,,,,
Dennis Scott,1980000,1991-92,,,,,
Kenny Williams,275000,1991-92,,,,,
Charles Shackleford,1332000,1991-92,,,,,
Stacey King,1100000,1991-92,,,,,
Dale Ellis,1300000,1991-92,,,,,
Mark Randall,180000,1991-92,,,,,
John Morton,450000,1991-92,,,,,
Lester Conner,900000,1991-92,,,,,
Sidney Green,1063000,1991-92,,,,,
Bison Dele,777000,1991-92,,,,,
Quintin Dailey,425000,1991-92,,,,,
Xavier McDaniel,1625000,1991-92,,,,,
Eric Leckner,618000,1991-92,,,,,
Mike Iuzzolino,185000,1991-92,,,,,
William Bedford,900000,1991-92,,,,,
Doug Lee,150000,1991-92,,,,,
Kiki Vandeweghe,1020000,1991-92,,,,,
Tom Hammonds,825000,1991-92,,,,,
Scott Skiles,1925000,1991-92,,,,,
Tod Murphy,760000,1991-92,,,,,
Frank Brickowski,1055000,1991-92,,,,,
Sarunas Marciulionis,1267000,1991-92,,,,,
Delaney Rudd,240000,1991-92,,,,,
Derrick Coleman,2300000,1991-92,,,,,
Jerome Kersey,561000,1991-92,,,,,
Dee Brown,705000,1991-92,,,,,
Kenny Smith,1633000,1991-92,,,,,
Robert Pack,130000,1991-92,,,,,
Danny Manning,2300000,1991-92,,,,,
Scott Hastings,500000,1991-92,,,,,
Rory Sparrow,126000,1991-92,,,,,
Patrick Eddie,130000,1991-92,,,,,
Kevin Duckworth,2013000,1991-92,,,,,
Larry Nance,1363000,1991-92,,,,,
Lance Blanks,415000,1991-92,,,,,
Dwayne Schintzius,650000,1991-92,,,,,
Vincent Askew,135000,1991-92,,,,,
Kennard Winchester,120000,1991-92,,,,,
Lamont Strothers,150000,1991-92,,,,,
Tom Garrick,200000,1991-92,,,,,
Ledell Eackles,780000,1991-92,,,,,
Rick Fox,525000,1991-92,,,,,
Victor Alexander,750000,1991-92,,,,,
Mark West,975000,1991-92,,,,,
Mitchell Wiggins,335000,1991-92,,,,,
Andre Turner,130000,1991-92,,,,,
Scott Williams,350000,1991-92,,,,,
Kendall Gill,1908000,1991-92,,,,,
Tony Campbell,1183000,1991-92,,,,,
Haywoode Workman,250000,1991-92,,,,,
Mitch Richmond,950000,1991-92,,,,,
Bart Kofoed,130000,1991-92,,,,,
Tom Tolbert,506000,1991-92,,,,,
Vern Fleming,760000,1991-92,,,,,
Alvin Robertson,1033000,1991-92,,,,,
Tim McCormick,825000,1991-92,,,,,
Larry Drew,600000,1991-92,,,,,
James Worthy,1750000,1991-92,,,,,
Bob Thornton,335000,1991-92,,,,,
Terrell Brandon,525000,1991-92,,,,,
Gary Leonard,130000,1991-92,,,,,
Sedale Threatt,612000,1991-92,,,,,
Rod Higgins,550000,1991-92,,,,,
Terry Davis,382000,1991-92,,,,,
Randy Wittman,550000,1991-92,,,,,
Trent Tucker,813000,1991-92,,,,,
Jon Sundvold,333000,1991-92,,,,,
Gary Payton,1883000,1991-92,,,,,
Michael Jordan,3250000,1991-92,,,,,
Terry Porter,1787000,1991-92,,,,,
Bill Hanzlik,508000,1991-92,,,,,
Rik Smits,1350000,1991-92,,,,,
LaSalle Thompson,2000000,1991-92,,,,,
Larry Stewart,130000,1991-92,,,,,
Grant Long,252000,1991-92,,,,,
Otis Smith,525000,1991-92,,,,,
Scott Brooks,400000,1991-92,,,,,
Danny Ainge,725000,1991-92,,,,,
Anthony Mason,210000,1991-92,,,,,
Stuart Gray,520000,1991-92,,,,,
Drazen Petrovic,1375000,1991-92,,,,,
Matt Bullard,275000,1991-92,,,,,
Alexander Volkov,675000,1991-92,,,,,
Rolando Blackman,1920000,1991-92,,,,,
Pervis Ellison,2300000,1991-92,,,,,
Eric Murdock,600000,1991-92,,,,,
David Wingate,250000,1991-92,,,,,
Patrick Ewing,3139000,1991-92,,,,,
LaBradford Smith,620000,1991-92,,,,,
Corey Crowder,130000,1991-92,,,,,
Tony Brown,130000,1991-92,,,,,
Anthony Cook,480000,1991-92,,,,,
Buck Johnson,775000,1991-92,,,,,
Bill Cartwright,2000000,1991-92,,,,,
Tim Perry,675000,1991-92,,,,,
Tyrone Hill,1200000,1991-92,,,,,
Blue Edwards,390000,1991-92,,,,,
Sherman Douglas,1250000,1991-92,,,,,
Pooh Richardson,760000,1991-92,,,,,
John Shasky,250000,1991-92,,,,,
Keith Owens,130000,1991-92,,,,,
Fat Lever,1619000,1991-92,,,,,
Mark Jackson,1250000,1991-92,,,,,
Roy Hinson,943000,1991-92,,,,,
Dominique Wilkins,3100000,1991-92,,,,,
Duane Ferrell,500000,1991-92,,,,,
B.J. Armstrong,435000,1991-92,,,,,
Terry Teagle,700000,1991-92,,,,,
Tom Chambers,2275000,1991-92,,,,,
Rod Strickland,400000,1991-92,,,,,
Mark Price,1520000,1991-92,,,,,
Henry James,477000,1991-92,,,,,
Vlade Divac,942000,1991-92,,,,,
Dell Curry,1006000,1991-92,,,,,
Keith Askins,202000,1991-92,,,,,
Kevin Edwards,600000,1991-92,,,,,
A.J. Wynder,130000,1991-92,,,,,
Joe Wolf,763000,1991-92,,,,,
Chris Gatling,700000,1991-92,,,,,
Tony Massenburg,200000,1991-92,,,,,
Darrell Walker,665000,1991-92,,,,,
Mark Bryant,450000,1991-92,,,,,
Charles Smith,1050000,1991-92,,,,,
Ken Norman,1150000,1991-92,,,,,
Dana Barros,500000,1991-92,,,,,
Doug Smith,1500000,1991-92,,,,,
Tree Rollins,375000,1991-92,,,,,
Charles Oakley,1050000,1991-92,,,,,
Donald Royal,130000,1991-92,,,,,
Jeff Grayer,950000,1991-92,,,,,
Maurice Cheeks,1000000,1991-92,,,,,
Kenny Anderson,1828000,1991-92,,,,,
John Salley,2000000,1991-92,,,,,
Steve Smith,2250000,1991-92,,,,,
Mike Holton,400000,1991-92,,,,,
Chris Dudley,1000000,1991-92,,,,,
Terry Catledge,1386000,1991-92,,,,,
Larry Bird,7070000,1991-92,,,,,
Willie Anderson,775000,1991-92,,,,,
Cedric Ceballos,250000,1991-92,,,,,
Tharon Mayes,130000,1991-92,,,,,
Jon Koncak,2000000,1991-92,,,,,
Bobby Phills,130000,1991-92,,,,,
Rumeal Robinson,1025000,1991-92,,,,,
Blair Rasmussen,1558000,1991-92,,,,,
Mike Gminski,1850000,1991-92,,,,,
Brian Shaw,1313000,1991-92,,,,,
Randy Brown,210000,1991-92,,,,,
A.J. English,325000,1991-92,,,,,
Johnny Newman,1206000,1991-92,,,,,
Rex Chapman,940000,1991-92,,,,,
Alec Kessler,1122000,1991-92,,,,,
Jerry Reynolds,1300000,1991-92,,,,,
Dave Corzine,300000,1991-92,,,,,
Anthony Frederick,130000,1991-92,,,,,
Brad Davis,600000,1991-92,,,,,
Paul Pressey,1000000,1991-92,,,,,
John Starks,400000,1991-92,,,,,
Clyde Drexler,1378000,1991-92,,,,,
Greg Anthony,865000,1991-92,,,,,
John Stockton,2100000,1991-92,,,,,
Kelvin Upshaw,250000,1991-92,,,,,
Jack Haley,300000,1991-92,,,,,
J.R. Reid,1250000,1991-92,,,,,
Bernard King,2525000,1991-92,,,,,
Dave Feitl,135000,1991-92,,,,,
Sean Elliott,1802000,1991-92,,,,,
Marty Conlon,130000,1991-92,,,,,
George McCloud,990000,1991-92,,,,,
Mike Sanders,860000,1991-92,,,,,
Antoine Carr,1263000,1991-92,,,,,
Chris Morris,650000,1991-92,,,,,
Joe Kleine,950000,1991-92,,,,,
Harvey Grant,450000,1991-92,,,,,
Muggsy Bogues,906000,1991-92,,,,,
Kevin Willis,725000,1991-92,,,,,
David Robinson,2240000,1991-92,,,,,
Eddie Johnson,1050000,1991-92,,,,,
Moses Malone,1600000,1991-92,,,,,
Jim Petersen,936000,1991-92,,,,,
Rony Seikaly,2002000,1991-92,,,,,
Sleepy Floyd,1500000,1991-92,,,,,
James Donaldson,880000,1991-92,,,,,
Ron Harper,1650000,1991-92,,,,,
Bob McCann,130000,1991-92,,,,,
Wayne Cooper,1200000,1991-92,,,,,
Ron Anderson,1000000,1991-92,,,,,
Derrick McKey,1112000,1991-92,,,,,
Winston Bennett,525000,1991-92,,,,,
Donald Hodge,130000,1991-92,,,,,
Larry Smith,997000,1991-92,,,,,
Steve Henson,350000,1991-92,,,,,
Jawann Oldham,175000,1991-92,,,,,
Pete Chilcutt,475000,1991-92,,,,,
Reggie Lewis,3340000,1991-92,,,,,
Chuck Person,2156000,1991-92,,,,,
Elden Campbell,575000,1991-92,,,,,
Tom Copa,160000,1991-92,,,,,
Joe Barry Carroll,925000,1991-92,,,,,
Paul Graham,125000,1991-92,,,,,
Ken Bannister,300000,1991-92,,,,,
Buck Williams,1700000,1991-92,,,,,
Detlef Schrempf,1278000,1991-92,,,,,
Fred Roberts,791000,1991-92,,,,,
David Benoit,230000,1991-92,,,,,
Jim Paxson,225000,1991-92,,,,,
Micheal Williams,500000,1991-92,,,,,
Mychal Thompson,1807000,1991-92,,,,,
Jeff Hornacek,1428000,1991-92,,,,,
Dale Davis,430000,1991-92,,,,,
Alaa Abdelnaby,494000,1991-92,,,,,
Danny Young,550000,1991-92,,,,,
Jeff Malone,1580000,1991-92,,,,,
Danny Schayes,1600000,1991-92,,,,,
Steve Kerr,553000,1991-92,,,,,
Isiah Thomas,2960000,1991-92,,,,,
Mookie Blaylock,575000,1991-92,,,,,
Manute Bol,1350000,1991-92,,,,,
Jay Humphries,760000,1991-92,,,,,
John Bagley,550000,1991-92,,,,,
Sam Perkins,2507000,1991-92,,,,,
Doug West,310000,1991-92,,,,,
Brian Oliver,456000,1991-92,,,,,
Greg Sutton,175000,1991-92,,,,,
Sam Bowie,2000000,1991-92,,,,,
Herb Williams,1183000,1991-92,,,,,
Charles Jones,750000,1991-92,,,,,
Willie Burton,1402000,1991-92,,,,,
Morlon Wiley,130000,1991-92,,,,,
Ralph Sampson,2685000,1991-92,,,,,
Will Perdue,500000,1991-92,,,,,
Bimbo Coles,212000,1991-92,,,,,
Magic Johnson,2500000,1991-92,,,,,
Kevin Pritchard,158000,1991-92,,,,,
A.C. Green,1750000,1991-92,,,,,
Mark Eaton,1333000,1991-92,,,,,
Mark Macon,970000,1991-92,,,,,
Marcus Liberty,260000,1991-92,,,,,
Brian Quinnett,450000,1991-92,,,,,
Mario Elie,130000,1991-92,,,,,
Kevin Johnson,1950000,1991-92,,,,,
Michael Adams,1309000,1991-92,,,,,
Cliff Levingston,1350000,1991-92,,,,,
Kevin Pritchard,130000,1991-92,,,,,
Greg Dreiling,600000,1991-92,,,,,
Ed Pinckney,900000,1991-92,,,,,
John Battle,700000,1991-92,,,,,
Joe Dumars,1295000,1991-92,,,,,
Walter Davis,1000000,1991-92,,,,,
Reggie Williams,425000,1991-92,,,,,
Alan Ogg,202000,1991-92,,,,,
Jim Les,323000,1991-92,,,,,
Hersey Hawkins,805000,1991-92,,,,,
Felton Spencer,1340000,1991-92,,,,,
Jeff Turner,550000,1991-92,,,,,
Vernon Maxwell,325000,1991-92,,,,,
Negele Knight,469000,1991-92,,,,,
Rickey Green,315000,1991-92,,,,,
Ed Nealy,650000,1991-92,,,,,
Vinnie Johnson,1450000,1991-92,,,,,
Walter Davis,215000,1991-92,,,,,
Brad Daugherty,2245000,1991-92,,,,,
Kevin McHale,3500000,1991-92,,,,,
Otis Thorpe,1786000,1991-92,,,,,
Dan Godfread,100000,1991-92,,,,,
Lanard Copeland,130000,1991-92,,,,,
Sam Mitchell,630000,1991-92,,,,,
Rickey Green,130000,1991-92,,,,,
Michael Smith,625000,1991-92,,,,,
LeRon Ellis,180000,1991-92,,,,,
Danny Ferry,2843000,1991-92,,,,,
Vinnie Johnson,130000,1991-92,,,,,
Rodney McCray,1025000,1991-92,,,,,
John Williams,1100000,1991-92,,,,,
Kenny Gattison,456000,1991-92,,,,,
Mike Woodson,658000,1991-92,,,,,
Michael Cage,1390000,1991-92,,,,,
Reggie Miller,3211000,1991-92,,,,,
Armen Gilliam,1350000,1991-92,,,,,
Stanley Roberts,550000,1991-92,,,,,
Alex English,500000,1991-92,,,,,
Randy White,855000,1991-92,,,,,
Sean Green,130000,1991-92,,,,,
John Paxson,1600000,1991-92,,,,,
Glen Rice,1302000,1991-92,,,,,
Craig Ehlo,925000,1991-92,,,,,
Charles Thomas,130000,1991-92,,,,,
Winston Garland,450000,1991-92,,,,,
Clifford Robinson,474000,1991-92,,,,,
Jimmy Oliver,200000,1991-92,,,,,
Bill Laimbeer,1369000,1991-92,,,,,
Todd Lichti,565000,1991-92,,,,,
Doc Rivers,1195000,1991-92,,,,,
Derek Strong,130000,1991-92,,,,,
Chucky Brown,640000,1991-92,,,,,
Alton Lister,1333000,1991-92,,,,,
Jerome Lane,640000,1991-92,,,,,
Mark Alarie,550000,1991-92,,,,,
Spud Webb,560000,1991-92,,,,,
Kevin Gamble,1400000,1991-92,,,,,
Ian Lockhart,263000,1991-92,,,,,
Byron Scott,1100000,1991-92,,,,,
Mike Brown,1175000,1991-92,,,,,
Loy Vaught,1000000,1991-92,,,,,
Tim Hardaway,640000,1991-92,,,,,
John Turner,615000,1991-92,,,,,
Kurt Rambis,950000,1991-92,,,,,
Greg Anderson,1465000,1991-92,,,,,
Gerald Wilkins,795000,1991-92,,,,,
Carl Herrera,325000,1991-92,,,,,
Shawn Kemp,430000,1991-92,,,,,
Andrew Toney,450000,1991-92,,,,,
Luc Longley,1590000,1991-92,,,,,
Lionel Simmons,1289000,1991-92,,,,,
Benoit Benjamin,2875000,1991-92,,,,,
Rich King,600000,1991-92,,,,,
Wayman Tisdale,2333000,1991-92,,,,,
Anthony Bonner,568000,1991-92,,,,,
Mahmoud Abdul-Rauf,2008000,1991-92,,,,,
Gerald Glass,575000,1990-91,,,,,
Karl Malone,2260000,1990-91,,,,,
Bill Wennington,700000,1990-91,,,,,
Randy Breuer,1150000,1990-91,,,,,
Greg Foster,275000,1990-91,,,,,
Jerrod Mustaf,565000,1990-91,,,,,
Andrew Lang,600000,1990-91,,,,,
Olden Polynice,600000,1990-91,,,,,
Craig Hodges,600000,1990-91,,,,,
Brad Lohaus,1275000,1990-91,,,,,
Dan Majerle,430000,1990-91,,,,,
Terry Mills,600000,1990-91,,,,,
Andy Toolson,120000,1990-91,,,,,
David Wood,300000,1990-91,,,,,
Mark Aguirre,1115000,1990-91,,,,,
Bo Kimble,950000,1990-91,,,,,
Robert Parish,2500000,1990-91,,,,,
Larry Krystkowiak,605000,1990-91,,,,,
Jayson Williams,500000,1990-91,,,,,
Greg Kite,480000,1990-91,,,,,
Terry Cummings,1860000,1990-91,,,,,
Johnny Dawkins,1500000,1990-91,,,,,
Nick Anderson,725000,1990-91,,,,,
Dave Jamerson,650000,1990-91,,,,,
Tony Smith,120000,1990-91,,,,,
Hot Rod Williams,3785000,1990-91,,,,,
Ricky Pierce,1100000,1990-91,,,,,
Orlando Woolridge,805000,1990-91,,,,,
Jim Grandholm,115000,1990-91,,,,,
Darrell Griffith,850000,1990-91,,,,,
Hakeem Olajuwon,3175000,1990-91,,,,,
Derek Harper,1519000,1990-91,,,,,
Kenny Payne,400000,1990-91,,,,,
Scottie Pippen,765000,1990-91,,,,,
Thurl Bailey,1000000,1990-91,,,,,
Travis Mays,800000,1990-91,,,,,
Charles Barkley,2900000,1990-91,,,,,
Bob Hansen,550000,1990-91,,,,,
Darnell Valentine,100000,1990-91,,,,,
Mark Acres,437000,1990-91,,,,,
James Edwards,935000,1990-91,,,,,
Dennis Hopson,915000,1990-91,,,,,
Duane Causwell,650000,1990-91,,,,,
Sam Vincent,980000,1990-91,,,,,
Gary Grant,530000,1990-91,,,,,
Nate McMillan,658000,1990-91,,,,,
Les Jepsen,505000,1990-91,,,,,
Dennis Scott,1560000,1990-91,,,,,
Kenny Williams,175000,1990-91,,,,,
Steve Colter,300000,1990-91,,,,,
Stacey King,1000000,1990-91,,,,,
Dale Ellis,1250000,1990-91,,,,,
John Morton,350000,1990-91,,,,,
Lester Conner,900000,1990-91,,,,,
Sidney Green,837000,1990-91,,,,,
Jack Sikma,1600000,1990-91,,,,,
Scott Haffner,75000,1990-91,,,,,
Walter Palmer,225000,1990-91,,,,,
Quintin Dailey,425000,1990-91,,,,,
Xavier McDaniel,1400000,1990-91,,,,,
Eric Leckner,485000,1990-91,,,,,
William Bedford,850000,1990-91,,,,,
Kiki Vandeweghe,1025000,1990-91,,,,,
Tom Hammonds,800000,1990-91,,,,,
Scott Skiles,408000,1990-91,,,,,
Tod Murphy,590000,1990-91,,,,,
Frank Brickowski,905000,1990-91,,,,,
Sarunas Marciulionis,1270000,1990-91,,,,,
Delaney Rudd,215000,1990-91,,,,,
Billy Thompson,400000,1990-91,,,,,
Derrick Coleman,2100000,1990-91,,,,,
Jerome Kersey,550000,1990-91,,,,,
Dee Brown,547000,1990-91,,,,,
Kenny Smith,700000,1990-91,,,,,
Danny Manning,2200000,1990-91,,,,,
Scott Hastings,450000,1990-91,,,,,
Rory Sparrow,300000,1990-91,,,,,
Kevin Duckworth,1710000,1990-91,,,,,
Larry Nance,1260000,1990-91,,,,,
Lance Blanks,365000,1990-91,,,,,
Dwayne Schintzius,520000,1990-91,,,,,
Kennard Winchester,120000,1990-91,,,,,
Tom Garrick,340000,1990-91,,,,,
Roy Tarpley,765000,1990-91,,,,,
Ledell Eackles,605000,1990-91,,,,,
Derrick Gervin,155000,1990-91,,,,,
Mark West,875000,1990-91,,,,,
Irving Thomas,120000,1990-91,,,,,
Andre Turner,110000,1990-91,,,,,
Scott Williams,150000,1990-91,,,,,
Kendall Gill,1500000,1990-91,,,,,
Tony Campbell,1200000,1990-91,,,,,
Haywoode Workman,120000,1990-91,,,,,
Mitch Richmond,850000,1990-91,,,,,
Tom Tolbert,405000,1990-91,,,,,
Vern Fleming,667000,1990-91,,,,,
Alvin Robertson,870000,1990-91,,,,,
Tim McCormick,775000,1990-91,,,,,
Larry Drew,550000,1990-91,,,,,
James Worthy,1600000,1990-91,,,,,
Gary Leonard,200000,1990-91,,,,,
Sedale Threatt,650000,1990-91,,,,,
Rod Higgins,500000,1990-91,,,,,
Kelly Tripucka,1000000,1990-91,,,,,
Milos Babic,200000,1990-91,,,,,
Terry Davis,250000,1990-91,,,,,
Randy Wittman,500000,1990-91,,,,,
Trent Tucker,835000,1990-91,,,,,
Jon Sundvold,335000,1990-91,,,,,
Gary Payton,1685000,1990-91,,,,,
Bob Thornton,335000,1990-91,,,,,
Michael Jordan,2500000,1990-91,,,,,
Terry Porter,2000000,1990-91,,,,,
Bill Hanzlik,510000,1990-91,,,,,
Rik Smits,1350000,1990-91,,,,,
LaSalle Thompson,2000000,1990-91,,,,,
Otis Smith,450000,1990-91,,,,,
Scott Brooks,295000,1990-91,,,,,
Danny Ainge,725000,1990-91,,,,,
Drazen Petrovic,1200000,1990-91,,,,,
Matt Bullard,120000,1990-91,,,,,
Alexander Volkov,650000,1990-91,,,,,
Grant Long,300000,1990-91,,,,,
Pervis Ellison,2300000,1990-91,,,,,
Mark Price,1400000,1990-91,,,,,
David Wingate,750000,1990-91,,,,,
Patrick Ewing,4250000,1990-91,,,,,
Tony Brown,50000,1990-91,,,,,
Anthony Cook,370000,1990-91,,,,,
Buck Johnson,675000,1990-91,,,,,
Bill Cartwright,1100000,1990-91,,,,,
Rolando Blackman,1650000,1990-91,,,,,
Tim Perry,675000,1990-91,,,,,
Tyrone Hill,1000000,1990-91,,,,,
Blue Edwards,360000,1990-91,,,,,
Sherman Douglas,325000,1990-91,,,,,
Pooh Richardson,615000,1990-91,,,,,
John Shasky,150000,1990-91,,,,,
Sean Higgins,150000,1990-91,,,,,
Fat Lever,1519000,1990-91,,,,,
Mark Jackson,1785000,1990-91,,,,,
Roy Hinson,1250000,1990-91,,,,,
Derek Smith,315000,1990-91,,,,,
Dominique Wilkins,2065000,1990-91,,,,,
Duane Ferrell,125000,1990-91,,,,,
Kurk Lee,120000,1990-91,,,,,
B.J. Armstrong,425000,1990-91,,,,,
Terry Teagle,550000,1990-91,,,,,
Tom Chambers,2060000,1990-91,,,,,
Rod Strickland,400000,1990-91,,,,,
Henry James,75000,1990-91,,,,,
Vlade Divac,770000,1990-91,,,,,
Dell Curry,900000,1990-91,,,,,
Keith Askins,150000,1990-91,,,,,
Kevin Edwards,425000,1990-91,,,,,
A.J. Wynder,30000,1990-91,,,,,
Joe Wolf,990000,1990-91,,,,,
Tony Massenburg,150000,1990-91,,,,,
Darrell Walker,610000,1990-91,,,,,
Greg Grant,300000,1990-91,,,,,
Mark Bryant,405000,1990-91,,,,,
Charles Smith,1000000,1990-91,,,,,
Ken Norman,1050000,1990-91,,,,,
Dana Barros,500000,1990-91,,,,,
Tree Rollins,800000,1990-91,,,,,
Charles Oakley,1050000,1990-91,,,,,
Jeff Grayer,605000,1990-91,,,,,
Maurice Cheeks,1000000,1990-91,,,,,
John Salley,575000,1990-91,,,,,
Adrian Dantley,400000,1990-91,,,,,
Steve Alford,250000,1990-91,,,,,
Chris Dudley,950000,1990-91,,,,,
Terry Catledge,1085000,1990-91,,,,,
Larry Bird,1500000,1990-91,,,,,
Willie Anderson,725000,1990-91,,,,,
Cedric Ceballos,175000,1990-91,,,,,
Jon Koncak,1550000,1990-91,,,,,
Blair Rasmussen,2185000,1990-91,,,,,
Mike Gminski,1650000,1990-91,,,,,
Paul Mokeski,100000,1990-91,,,,,
Brian Shaw,1212000,1990-91,,,,,
A.J. English,275000,1990-91,,,,,
Johnny Newman,1200000,1990-91,,,,,
Rex Chapman,675000,1990-91,,,,,
Alec Kessler,1600000,1990-91,,,,,
Jerry Reynolds,450000,1990-91,,,,,
Dave Corzine,300000,1990-91,,,,,
Anthony Frederick,30000,1990-91,,,,,
Brad Davis,600000,1990-91,,,,,
Paul Pressey,900000,1990-91,,,,,
Rumeal Robinson,800000,1990-91,,,,,
Ron Harper,1365000,1990-91,,,,,
Clyde Drexler,1180000,1990-91,,,,,
John Stockton,2000000,1990-91,,,,,
Kelvin Upshaw,30000,1990-91,,,,,
Jack Haley,360000,1990-91,,,,,
J.R. Reid,1250000,1990-91,,,,,
Bernard King,1600000,1990-91,,,,,
Dave Feitl,275000,1990-91,,,,,
Sean Elliott,1800000,1990-91,,,,,
George McCloud,940000,1990-91,,,,,
Mike Sanders,760000,1990-91,,,,,
Gerald Paddio,120000,1990-91,,,,,
Antoine Carr,610000,1990-91,,,,,
John Starks,120000,1990-91,,,,,
Chris Morris,750000,1990-91,,,,,
Joe Kleine,850000,1990-91,,,,,
Harvey Grant,475000,1990-91,,,,,
Muggsy Bogues,805000,1990-91,,,,,
Kevin Willis,685000,1990-91,,,,,
David Robinson,2265000,1990-91,,,,,
Eddie Johnson,1000000,1990-91,,,,,
Moses Malone,2406000,1990-91,,,,,
Jim Petersen,1235000,1990-91,,,,,
Scott Meents,300000,1990-91,,,,,
Rony Seikaly,755000,1990-91,,,,,
Sleepy Floyd,1400000,1990-91,,,,,
James Donaldson,880000,1990-91,,,,,
Wayne Cooper,1100000,1990-91,,,,,
Ron Anderson,425000,1990-91,,,,,
Derrick McKey,962000,1990-91,,,,,
Ken Bannister,400000,1990-91,,,,,
Winston Bennett,525000,1990-91,,,,,
Larry Smith,800000,1990-91,,,,,
Steve Henson,120000,1990-91,,,,,
Adrian Caldwell,275000,1990-91,,,,,
Derrick Chievous,525000,1990-91,,,,,
Chuck Person,2150000,1990-91,,,,,
Elden Campbell,575000,1990-91,,,,,
Joe Barry Carroll,350000,1990-91,,,,,
Ken Bannister,50000,1990-91,,,,,
Buck Williams,1550000,1990-91,,,,,
Detlef Schrempf,1160000,1990-91,,,,,
Fred Roberts,690000,1990-91,,,,,
Micheal Williams,325000,1990-91,,,,,
Mychal Thompson,615000,1990-91,,,,,
Jeff Hornacek,1100000,1990-91,,,,,
