playerName,salary,season,,,,,
Larry Nance,2840000,1993-94,,,,,
Byron Houston,600000,1993-94,,,,,
Dwayne Schintzius,921000,1993-94,,,,,
Haywoode Workman,320000,1993-94,,,,,
Tom Gugliotta,1625000,1993-94,,,,,
Corie Blount,620000,1993-94,,,,,
Rick Fox,755000,1993-94,,,,,
Victor Alexander,1160000,1993-94,,,,,
Mark West,1000000,1993-94,,,,,
Todd Day,1723000,1993-94,,,,,
Duane Cooper,150000,1993-94,,,,,
Lorenzo Williams,250000,1993-94,,,,,
Greg Graham,700000,1993-94,,,,,
Scott Williams,641000,1993-94,,,,,
Robert Werdann,250000,1993-94,,,,,
Rod Higgins,150000,1993-94,,,,,
Kendall Gill,2000000,1993-94,,,,,
Tony Campbell,1682000,1993-94,,,,,
Terry Dehere,1050000,1993-94,,,,,
Chris Corchiani,150000,1993-94,,,,,
Mitch Richmond,2500000,1993-94,,,,,
Chris Mills,650000,1993-94,,,,,
Lee Mayberry,670000,1993-94,,,,,
Tom Tolbert,650000,1993-94,,,,,
Vern Fleming,1560000,1993-94,,,,,
Acie Earl,650000,1993-94,,,,,
Alvin Robertson,1408000,1993-94,,,,,
Tim McCormick,850000,1993-94,,,,,
James Worthy,1800000,1993-94,,,,,
Terrell Brandon,840000,1993-94,,,,,
Antonio Davis,565000,1993-94,,,,,
Oliver Miller,672000,1993-94,,,,,
Sedale Threatt,2400000,1993-94,,,,,
Bryon Russell,150000,1993-94,,,,,
Terry Davis,1200000,1993-94,,,,,
Malcolm Mackey,550000,1993-94,,,,,
Lindsey Hunter,902000,1993-94,,,,,
Gary Payton,2383000,1993-94,,,,,
Tracy Moore,40000,1993-94,,,,,
Michael Jordan,4000000,1993-94,,,,,
Terry Porter,2500000,1993-94,,,,,
Clarence Weatherspoon,1040000,1993-94,,,,,
Rik Smits,2500000,1993-94,,,,,
Latrell Sprewell,700000,1993-94,,,,,
LaSalle Thompson,2000000,1993-94,,,,,
Larry Stewart,600000,1993-94,,,,,
Grant Long,1410000,1993-94,,,,,
Vin Baker,866000,1993-94,,,,,
Reggie Smith,358000,1993-94,,,,,
Tim Kempton,650000,1993-94,,,,,
Rex Walters,650000,1993-94,,,,,
Evers Burns,1616000,1993-94,,,,,
Scott Brooks,525000,1993-94,,,,,
Danny Ainge,1690000,1993-94,,,,,
Anthony Mason,1100000,1993-94,,,,,
Adam Keefe,1200000,1993-94,,,,,
Richard Petruska,150000,1993-94,,,,,
Matt Bullard,650000,1993-94,,,,,
Bill Cartwright,2400000,1993-94,,,,,
Rolando Blackman,1995000,1993-94,,,,,
Pervis Ellison,2300000,1993-94,,,,,
Jim Jackson,2000000,1993-94,,,,,
Anfernee Hardaway,1244000,1993-94,,,,,
Tracy Murray,943000,1993-94,,,,,
Scott Burrell,650000,1993-94,,,,,
David Wesley,150000,1993-94,,,,,
Eric Murdock,800000,1993-94,,,,,
David Wingate,570000,1993-94,,,,,
Patrick Ewing,3825000,1993-94,,,,,
LaBradford Smith,940000,1993-94,,,,,
Anthony Cook,650000,1993-94,,,,,
Don MacLean,601000,1993-94,,,,,
Jon Barry,650000,1993-94,,,,,
Buck Johnson,715000,1993-94,,,,,
Anthony Bowie,900000,1993-94,,,,,
Tim Perry,1550000,1993-94,,,,,
Tyrone Hill,1075000,1993-94,,,,,
Blue Edwards,1500000,1993-94,,,,,
Sherman Douglas,2300000,1993-94,,,,,
Pooh Richardson,1694000,1993-94,,,,,
Kevin Lynch,325000,1993-94,,,,,
Fat Lever,2203000,1993-94,,,,,
Gundars Vetra,300000,1993-94,,,,,
Mark Jackson,2000000,1993-94,,,,,
Roy Hinson,1445000,1993-94,,,,,
Dominique Wilkins,3500000,1993-94,,,,,
Frank Johnson,500000,1993-94,,,,,
Duane Ferrell,1025000,1993-94,,,,,
B.J. Armstrong,620000,1993-94,,,,,
Darren Morningstar,43000,1993-94,,,,,
Sam Cassell,650000,1993-94,,,,,
Tom Chambers,690000,1993-94,,,,,
Rod Strickland,1560000,1993-94,,,,,
Mark Price,2850000,1993-94,,,,,
Henry James,150000,1993-94,,,,,
Shaquille O'Neal,3900000,1993-94,,,,,
Vlade Divac,4133000,1993-94,,,,,
Dell Curry,1040000,1993-94,,,,,
Keith Askins,313000,1993-94,,,,,
Kevin Edwards,1200000,1993-94,,,,,
LaPhonso Ellis,2350000,1993-94,,,,,
Chris Gatling,1120000,1993-94,,,,,
Tom Chambers,605000,1993-94,,,,,
Mark Bryant,1300000,1993-94,,,,,
Charles Smith,2557000,1993-94,,,,,
Ken Norman,1510000,1993-94,,,,,
Tony Bennett,182000,1993-94,,,,,
Doug Smith,1650000,1993-94,,,,,
Charles Oakley,1950000,1993-94,,,,,
Tim Legler,250000,1993-94,,,,,
Donald Royal,890000,1993-94,,,,,
Jeff Grayer,715000,1993-94,,,,,
Kenny Anderson,2925000,1993-94,,,,,
John Salley,2452000,1993-94,,,,,
Steve Smith,2252000,1993-94,,,,,
Ken Norman,1275000,1993-94,,,,,
Chris Dudley,790000,1993-94,,,,,
Terry Catledge,1386000,1993-94,,,,,
Litterial Green,250000,1993-94,,,,,
Willie Anderson,2075000,1993-94,,,,,
Brian Davis,150000,1993-94,,,,,
Cedric Ceballos,2000000,1993-94,,,,,
Jon Koncak,2900000,1993-94,,,,,
Bobby Phills,313000,1993-94,,,,,
Rumeal Robinson,1240000,1993-94,,,,,
Andre Spencer,250000,1993-94,,,,,
Mike Gminski,1850000,1993-94,,,,,
Brian Shaw,1513000,1993-94,,,,,
Mike Peplowski,150000,1993-94,,,,,
Randy Brown,597000,1993-94,,,,,
Josh Grant,150000,1993-94,,,,,
A.J. English,150000,1993-94,,,,,
Johnny Newman,1435000,1993-94,,,,,
Rex Chapman,2004000,1993-94,,,,,
Dana Barros,750000,1993-94,,,,,
Alec Kessler,922000,1993-94,,,,,
Jerry Reynolds,1288000,1993-94,,,,,
Alonzo Mourning,3120000,1993-94,,,,,
Chris Whitney,150000,1993-94,,,,,
John Starks,1112000,1993-94,,,,,
Clyde Drexler,1578000,1993-94,,,,,
Doug Overton,500000,1993-94,,,,,
Greg Anthony,1269000,1993-94,,,,,
John Stockton,2400000,1993-94,,,,,
Jack Haley,390000,1993-94,,,,,
J.R. Reid,1818000,1993-94,,,,,
Randy Woods,650000,1993-94,,,,,
Sean Elliott,1807000,1993-94,,,,,
A.J. English,150000,1993-94,,,,,
Marty Conlon,250000,1993-94,,,,,
Lloyd Daniels,182000,1993-94,,,,,
Isaiah Rider,2000000,1993-94,,,,,
Antoine Carr,1353000,1993-94,,,,,
Chris Morris,1785000,1993-94,,,,,
Joe Kleine,650000,1993-94,,,,,
Harvey Grant,2429000,1993-94,,,,,
Blair Rasmussen,2457000,1993-94,,,,,
Muggsy Bogues,900000,1993-94,,,,,
Kevin Willis,2625000,1993-94,,,,,
Elmore Spencer,569000,1993-94,,,,,
David Robinson,5740000,1993-94,,,,,
Eddie Johnson,1150000,1993-94,,,,,
Moses Malone,1200000,1993-94,,,,,
Jim Petersen,1521000,1993-94,,,,,
Gheorghe Muresan,500000,1993-94,,,,,
Rony Seikaly,3057000,1993-94,,,,,
Steve Henson,250000,1993-94,,,,,
Sleepy Floyd,1700000,1993-94,,,,,
Ron Harper,4000000,1993-94,,,,,
Doug Christie,1445000,1993-94,,,,,
Ron Anderson,300000,1993-94,,,,,
Derrick McKey,1262000,1993-94,,,,,
Donald Hodge,845000,1993-94,,,,,
James Robinson,650000,1993-94,,,,,
Sleepy Floyd,150000,1993-94,,,,,
Pete Chilcutt,760000,1993-94,,,,,
Chuck Person,2156000,1993-94,,,,,
Elden Campbell,1700000,1993-94,,,,,
Doug Edwards,650000,1993-94,,,,,
Paul Graham,600000,1993-94,,,,,
Buck Williams,5050000,1993-94,,,,,
Detlef Schrempf,1308000,1993-94,,,,,
David Benoit,810000,1993-94,,,,,
Rick Mahorn,650000,1993-94,,,,,
Eddie Lee Wilkins,100000,1993-94,,,,,
Micheal Williams,2075000,1993-94,,,,,
Jeff Hornacek,1946000,1993-94,,,,,
Jay Guidinger,250000,1993-94,,,,,
Dale Davis,688000,1993-94,,,,,
Alaa Abdelnaby,805000,1993-94,,,,,
Jeff Malone,2380000,1993-94,,,,,
Danny Schayes,1750000,1993-94,,,,,
Steve Kerr,150000,1993-94,,,,,
Isiah Thomas,2520000,1993-94,,,,,
Rodney Rogers,150000,1993-94,,,,,
Mookie Blaylock,1630000,1993-94,,,,,
Manute Bol,650000,1993-94,,,,,
Jay Humphries,1800000,1993-94,,,,,
Joe Courtney,150000,1993-94,,,,,
John Bagley,600000,1993-94,,,,,
Sam Perkins,3587000,1993-94,,,,,
Doug West,1275000,1993-94,,,,,
Brian Oliver,456000,1993-94,,,,,
Sam Bowie,3200000,1993-94,,,,,
Herb Williams,1600000,1993-94,,,,,
Willie Burton,1002000,1993-94,,,,,
Will Perdue,1200000,1993-94,,,,,
Bimbo Coles,802000,1993-94,,,,,
Magic Johnson,2500000,1993-94,,,,,
Antonio Harvey,150000,1993-94,,,,,
Eric Anderson,250000,1993-94,,,,,
Vinny Del Negro,1195365,1993-94,,,,,
Walt Williams,1658000,1993-94,,,,,
A.C. Green,1885000,1993-94,,,,,
Mark Eaton,1333000,1993-94,,,,,
Mark Macon,1498000,1993-94,,,,,
Marcus Liberty,650000,1993-94,,,,,
Mario Elie,790000,1993-94,,,,,
Kevin Johnson,2300000,1993-94,,,,,
Michael Adams,1309000,1993-94,,,,,
Greg Dreiling,300000,1993-94,,,,,
Ed Pinckney,1470000,1993-94,,,,,
John Battle,1120000,1993-94,,,,,
Joe Dumars,1280000,1993-94,,,,,
Dino Radja,1650000,1993-94,,,,,
Reggie Williams,1258000,1993-94,,,,,
Allan Houston,736000,1993-94,,,,,
Harold Miner,1186000,1993-94,,,,,
Jim Les,363000,1993-94,,,,,
Hersey Hawkins,2400000,1993-94,,,,,
Felton Spencer,1581000,1993-94,,,,,
Ervin Johnson,617000,1993-94,,,,,
Vernon Maxwell,1424000,1993-94,,,,,
Negele Knight,496000,1993-94,,,,,
Jud Buechler,375000,1993-94,,,,,
Walter Bond,150000,1993-94,,,,,
Avery Johnson,300000,1993-94,,,,,
Pete Myers,150000,1993-94,,,,,
Mitchell Butler,150000,1993-94,,,,,
LeRon Ellis,150000,1993-94,,,,,
Brad Daugherty,3541000,1993-94,,,,,
Otis Thorpe,2418000,1993-94,,,,,
Popeye Jones,275000,1993-94,,,,,
Sam Mitchell,715000,1993-94,,,,,
Danny Ferry,3543000,1993-94,,,,,
John Williams,1100000,1993-94,,,,,
Kenny Gattison,1250000,1993-94,,,,,
Anthony Peeler,910000,1993-94,,,,,
Derek Strong,420000,1993-94,,,,,
Kevin Thompson,150000,1993-94,,,,,
Michael Cage,1502000,1993-94,,,,,
Reggie Miller,3011000,1993-94,,,,,
Armen Gilliam,1200000,1993-94,,,,,
Stanley Roberts,2841000,1993-94,,,,,
Calbert Cheaney,2000000,1993-94,,,,,
Randy White,922000,1993-94,,,,,
Sean Green,400000,1993-94,,,,,
John Paxson,800000,1993-94,,,,,
Glen Rice,2002000,1993-94,,,,,
Craig Ehlo,1200000,1993-94,,,,,
Byron Scott,650000,1993-94,,,,,
Brent Price,283000,1993-94,,,,,
Bill Laimbeer,1300000,1993-94,,,,,
Todd Lichti,565000,1993-94,,,,,
Doc Rivers,1110000,1993-94,,,,,
Malik Sealy,1023000,1993-94,,,,,
Jamal Mashburn,2033000,1993-94,,,,,
Spud Webb,1567000,1993-94,,,,,
Matt Geiger,250000,1993-94,,,,,
Kevin Gamble,1100000,1993-94,,,,,
Keith Jennings,250000,1993-94,,,,,
Isaiah Morris,140000,1992-93,,,,,
Luc Longley,1590000,1992-93,,,,,
Lionel Simmons,1464000,1992-93,,,,,
Steve Scheffler,140000,1992-93,,,,,
Benoit Benjamin,3175000,1992-93,,,,,
Rich King,600000,1992-93,,,,,
Wayman Tisdale,2333000,1992-93,,,,,
Anthony Bonner,763000,1992-93,,,,,
Bryant Stith,850000,1992-93,,,,,
Robert Horry,997000,1992-93,,,,,
Dexter Cambridge,150000,1992-93,,,,,
Mahmoud Abdul-Rauf,2358000,1992-93,,,,,
Isaac Austin,400000,1992-93,,,,,
Stojko Vrankovic,831000,1992-93,,,,,
Dennis Rodman,2350000,1992-93,,,,,
Larry Johnson,2540000,1992-93,,,,,
Horace Grant,1900000,1992-93,,,,,
Chris Mullin,2844000,1992-93,,,,,
Tyrone Corbin,1100000,1992-93,,,,,
Jeff Sanders,250000,1992-93,,,,,
John Crotty,140000,1992-93,,,,,
Carl Herrera,800000,1992-93,,,,,
Tate George,551000,1992-93,,,,,
Sean Rooks,375000,1992-93,,,,,
Gerald Glass,903000,1992-93,,,,,
David Wood,375000,1992-93,,,,,
Kevin Brooks,800000,1992-93,,,,,
Karl Malone,2854000,1992-93,,,,,
Greg Foster,439000,1992-93,,,,,
Jerrod Mustaf,904000,1992-93,,,,,
Andrew Lang,1040000,1992-93,,,,,
Olden Polynice,850000,1992-93,,,,,
Craig Hodges,400000,1992-93,,,,,
Brad Lohaus,583000,1992-93,,,,,
Dan Majerle,735000,1992-93,,,,,
Richard Dumas,140000,1992-93,,,,,
Terry Mills,1337000,1992-93,,,,,
Jaren Jackson,140000,1992-93,,,,,
Mark Aguirre,1351000,1992-93,,,,,
Bo Kimble,865000,1992-93,,,,,
Robert Parish,3513000,1992-93,,,,,
Larry Krystkowiak,605000,1992-93,,,,,
Rafael Addison,522000,1992-93,,,,,
Jayson Williams,800000,1992-93,,,,,
Greg Kite,775000,1992-93,,,,,
Terry Cummings,2407000,1992-93,,,,,
Travis Mays,1200000,1992-93,,,,,
Johnny Dawkins,1900000,1992-93,,,,,
Nick Anderson,800000,1992-93,,,,,
Dave Jamerson,1034000,1992-93,,,,,
Billy Owens,1962000,1992-93,,,,,
Tony Smith,450000,1992-93,,,,,
Hot Rod Williams,3786000,1992-93,,,,,
Ricky Pierce,2000000,1992-93,,,,,
Orlando Woolridge,1108000,1992-93,,,,,
Ron Grandison,15000,1992-93,,,,,
Hakeem Olajuwon,3170000,1992-93,,,,,
Brad Sellers,700000,1992-93,,,,,
Derek Harper,2069000,1992-93,,,,,
Kenny Payne,500000,1992-93,,,,,
Scottie Pippen,3425000,1992-93,,,,,
Thurl Bailey,1000000,1992-93,,,,,
Charles Barkley,2420000,1992-93,,,,,
Bob Hansen,600000,1992-93,,,,,
Corey Gaines,13000,1992-93,,,,,
Mark Acres,250000,1992-93,,,,,
James Edwards,1000000,1992-93,,,,,
Dikembe Mutombo,2400000,1992-93,,,,,
Duane Causwell,950000,1992-93,,,,,
Steve Bardo,150000,1992-93,,,,,
Stacey Augmon,1138000,1992-93,,,,,
Sam Vincent,1510000,1992-93,,,,,
Gary Grant,1128000,1992-93,,,,,
Walter Palmer,140000,1992-93,,,,,
Nate McMillan,750000,1992-93,,,,,
Les Jepsen,504000,1992-93,,,,,
Dennis Scott,2400000,1992-93,,,,,
Kenny Williams,325000,1992-93,,,,,
Stan Kimbrough,133000,1992-93,,,,,
Charles Shackleford,1720000,1992-93,,,,,
James Edwards,250000,1992-93,,,,,
Stacey King,1400000,1992-93,,,,,
Dale Ellis,1000000,1992-93,,,,,
Mark Randall,250000,1992-93,,,,,
Lester Conner,890000,1992-93,,,,,
Sidney Green,1288000,1992-93,,,,,
Bison Dele,1011000,1992-93,,,,,
Xavier McDaniel,1869000,1992-93,,,,,
Mike Iuzzolino,241000,1992-93,,,,,
William Bedford,925000,1992-93,,,,,
Doug Lee,125000,1992-93,,,,,
Kiki Vandeweghe,140000,1992-93,,,,,
Tom Hammonds,850000,1992-93,,,,,
Scott Skiles,1348000,1992-93,,,,,
Tod Murphy,500000,1992-93,,,,,
Frank Brickowski,1800000,1992-93,,,,,
Sarunas Marciulionis,1500000,1992-93,,,,,
Derrick Coleman,2870000,1992-93,,,,,
Marlon Maxey,325000,1992-93,,,,,
Jerome Kersey,2655000,1992-93,,,,,
Dee Brown,865000,1992-93,,,,,
Roy Tarpley,80000,1992-93,,,,,
Kenny Smith,1983000,1992-93,,,,,
Robert Pack,250000,1992-93,,,,,
Danny Manning,2600000,1992-93,,,,,
Scott Hastings,600000,1992-93,,,,,
Rory Sparrow,140000,1992-93,,,,,
Anthony Avent,500000,1992-93,,,,,
Kevin Duckworth,2213000,1992-93,,,,,
Larry Nance,2775000,1992-93,,,,,
Lance Blanks,490000,1992-93,,,,,
Byron Houston,500000,1992-93,,,,,
Dwayne Schintzius,140000,1992-93,,,,,
Vincent Askew,180000,1992-93,,,,,
Kennard Winchester,140000,1992-93,,,,,
Tom Gugliotta,1250000,1992-93,,,,,
Ledell Eackles,780000,1992-93,,,,,
Rick Fox,650000,1992-93,,,,,
Victor Alexander,942000,1992-93,,,,,
Mark West,1000000,1992-93,,,,,
Todd Day,1325000,1992-93,,,,,
Duane Cooper,140000,1992-93,,,,,
Mitchell Wiggins,335000,1992-93,,,,,
Lorenzo Williams,7000,1992-93,,,,,
Andre Turner,140000,1992-93,,,,,
Ricky Blanton,8000,1992-93,,,,,
Scott Williams,613000,1992-93,,,,,
Robert Werdann,145000,1992-93,,,,,
Kendall Gill,1908000,1992-93,,,,,
Tony Campbell,1383000,1992-93,,,,,
Chris Corchiani,300000,1992-93,,,,,
Mitch Richmond,1036000,1992-93,,,,,
Dan O'Sullivan,140000,1992-93,,,,,
Lee Mayberry,520000,1992-93,,,,,
Bart Kofoed,140000,1992-93,,,,,
Tom Tolbert,606000,1992-93,,,,,
Vern Fleming,1360000,1992-93,,,,,
Alvin Robertson,1283000,1992-93,,,,,
Tim McCormick,660000,1992-93,,,,,
James Worthy,1850000,1992-93,,,,,
Alex Stivrins,140000,1992-93,,,,,
Terrell Brandon,682000,1992-93,,,,,
Gary Plummer,140000,1992-93,,,,,
Oliver Miller,517000,1992-93,,,,,
Sedale Threatt,796000,1992-93,,,,,
Terry Davis,1537000,1992-93,,,,,
Randy Wittman,300000,1992-93,,,,,
Trent Tucker,350000,1992-93,,,,,
Gary Payton,2183000,1992-93,,,,,
Tracy Moore,250000,1992-93,,,,,
Michael Jordan,4000000,1992-93,,,,,
Terry Porter,2200000,1992-93,,,,,
Clarence Weatherspoon,800000,1992-93,,,,,
Rik Smits,2000000,1992-93,,,,,
Latrell Sprewell,550000,1992-93,,,,,
LaSalle Thompson,2000000,1992-93,,,,,
Larry Stewart,500000,1992-93,,,,,
Grant Long,1258000,1992-93,,,,,
Reggie Smith,275000,1992-93,,,,,
Tim Kempton,500000,1992-93,,,,,
Scott Brooks,500000,1992-93,,,,,
Danny Ainge,1330000,1992-93,,,,,
Anthony Mason,273000,1992-93,,,,,
Adam Keefe,1000000,1992-93,,,,,
Drazen Petrovic,1615000,1992-93,,,,,
Matt Bullard,500000,1992-93,,,,,
Bill Cartwright,2200000,1992-93,,,,,
Rolando Blackman,1500000,1992-93,,,,,
Pervis Ellison,2300000,1992-93,,,,,
Tracy Murray,725000,1992-93,,,,,
Sean Higgins,250000,1992-93,,,,,
Brian Howard,200000,1992-93,,,,,
Eric Murdock,700000,1992-93,,,,,
David Wingate,129000,1992-93,,,,,
Patrick Ewing,3300000,1992-93,,,,,
LaBradford Smith,760000,1992-93,,,,,
Corey Crowder,250000,1992-93,,,,,
Anthony Cook,570000,1992-93,,,,,
Don MacLean,463000,1992-93,,,,,
Jon Barry,500000,1992-93,,,,,
Buck Johnson,550000,1992-93,,,,,
Anthony Bowie,900000,1992-93,,,,,
Tim Perry,900000,1992-93,,,,,
Tyrone Hill,1400000,1992-93,,,,,
Blue Edwards,475000,1992-93,,,,,
Sherman Douglas,1869000,1992-93,,,,,
Pooh Richardson,800000,1992-93,,,,,
John Shasky,150000,1992-93,,,,,
Keith Owens,250000,1992-93,,,,,
Howard Wright,5000,1992-93,,,,,
Kevin Lynch,250000,1992-93,,,,,
Fat Lever,1802000,1992-93,,,,,
Gundars Vetra,275000,1992-93,,,,,
Mark Jackson,1790000,1992-93,,,,,
Roy Hinson,1250000,1992-93,,,,,
Dominique Wilkins,3500000,1992-93,,,,,
Frank Johnson,140000,1992-93,,,,,
Duane Ferrell,825000,1992-93,,,,,
B.J. Armstrong,540000,1992-93,,,,,
Anthony Pullard,140000,1992-93,,,,,
Greg Grant,270000,1992-93,,,,,
Tom Chambers,1885000,1992-93,,,,,
Rod Strickland,1200000,1992-93,,,,,
Mark Price,1690000,1992-93,,,,,
Henry James,477000,1992-93,,,,,
Shaquille O'Neal,3000000,1992-93,,,,,
Vlade Divac,3633000,1992-93,,,,,
Dell Curry,750000,1992-93,,,,,
Keith Askins,250000,1992-93,,,,,
Kevin Edwards,750000,1992-93,,,,,
LaPhonso Ellis,1900000,1992-93,,,,,
A.J. Wynder,140000,1992-93,,,,,
Joe Wolf,29000,1992-93,,,,,
Chris Gatling,910000,1992-93,,,,,
Alex Blackwell,140000,1992-93,,,,,
Darrell Walker,735000,1992-93,,,,,
Mark Bryant,1100000,1992-93,,,,,
Charles Smith,1250000,1992-93,,,,,
Ken Norman,1275000,1992-93,,,,,
Tony Bennett,140000,1992-93,,,,,
Doug Smith,1845000,1992-93,,,,,
Tree Rollins,500000,1992-93,,,,,
Charles Oakley,1050000,1992-93,,,,,
Tim Legler,140000,1992-93,,,,,
Donald Royal,140000,1992-93,,,,,
Jeff Grayer,550000,1992-93,,,,,
Maurice Cheeks,600000,1992-93,,,,,
Kenny Anderson,2376000,1992-93,,,,,
John Salley,2002000,1992-93,,,,,
Steve Smith,2252000,1992-93,,,,,
Chris Dudley,1200000,1992-93,,,,,
Terry Catledge,1086000,1992-93,,,,,
Litterial Green,140000,1992-93,,,,,
Matt Othick,13000,1992-93,,,,,
Larry Bird,2300000,1992-93,,,,,
Willie Anderson,2075000,1992-93,,,,,
Tito Horford,7000,1992-93,,,,,
Cedric Ceballos,350000,1992-93,,,,,
Jon Koncak,2450000,1992-93,,,,,
Bobby Phills,250000,1992-93,,,,,
Rumeal Robinson,1225000,1992-93,,,,,
Mike Gminski,1415000,1992-93,,,,,
Brian Shaw,1413000,1992-93,,,,,
Randy Brown,250000,1992-93,,,,,
A.J. English,406000,1992-93,,,,,
Johnny Newman,1175000,1992-93,,,,,
Rex Chapman,2004000,1992-93,,,,,
Dana Barros,500000,1992-93,,,,,
Alec Kessler,762000,1992-93,,,,,
Jerry Reynolds,910000,1992-93,,,,,
Gerald Paddio,190000,1992-93,,,,,
Alonzo Mourning,2400000,1992-93,,,,,
John Starks,600000,1992-93,,,,,
Clyde Drexler,1378000,1992-93,,,,,
Doug Overton,140000,1992-93,,,,,
Greg Anthony,1067000,1992-93,,,,,
John Stockton,2200000,1992-93,,,,,
Jack Haley,390000,1992-93,,,,,
J.R. Reid,1250000,1992-93,,,,,
Randy Woods,500000,1992-93,,,,,
Bernard King,2500000,1992-93,,,,,
Sean Elliott,1802000,1992-93,,,,,
Marty Conlon,200000,1992-93,,,,,
George McCloud,1040000,1992-93,,,,,
Lloyd Daniels,140000,1992-93,,,,,
Mike Sanders,1100000,1992-93,,,,,
Antoine Carr,1233000,1992-93,,,,,
Chris Morris,1510000,1992-93,,,,,
Joe Kleine,1150000,1992-93,,,,,
Harvey Grant,1625000,1992-93,,,,,
Blair Rasmussen,1988000,1992-93,,,,,
Muggsy Bogues,700000,1992-93,,,,,
Kevin Willis,2425000,1992-93,,,,,
Elmore Spencer,438000,1992-93,,,,,
David Robinson,5720000,1992-93,,,,,
Eddie Johnson,1100000,1992-93,,,,,
Moses Malone,2230000,1992-93,,,,,
Jim Petersen,1221000,1992-93,,,,,
Rony Seikaly,2382000,1992-93,,,,,
Mike Sanders,910000,1992-93,,,,,
Sleepy Floyd,1700000,1992-93,,,,,
Ron Harper,2220000,1992-93,,,,,
Bob McCann,225000,1992-93,,,,,
Ron Anderson,950000,1992-93,,,,,
Derrick McKey,1162000,1992-93,,,,,
Donald Hodge,650000,1992-93,,,,,
Larry Smith,500000,1992-93,,,,,
Pete Chilcutt,630000,1992-93,,,,,
Reggie Lewis,3320000,1992-93,,,,,
Chuck Person,2156000,1992-93,,,,,
Elden Campbell,575000,1992-93,,,,,
Paul Graham,500000,1992-93,,,,,
Buck Williams,1850000,1992-93,,,,,
Detlef Schrempf,1393000,1992-93,,,,,
Fred Roberts,866000,1992-93,,,,,
David Benoit,300000,1992-93,,,,,
Rick Mahorn,500000,1992-93,,,,,
Eddie Lee Wilkins,500000,1992-93,,,,,
Micheal Williams,1775000,1992-93,,,,,
Jeff Hornacek,1646000,1992-93,,,,,
Jay Guidinger,140000,1992-93,,,,,
Dale Davis,559000,1992-93,,,,,
Alaa Abdelnaby,500000,1992-93,,,,,
Jeff Malone,1980000,1992-93,,,,,
Danny Schayes,1600000,1992-93,,,,,
Steve Kerr,550000,1992-93,,,,,
Isiah Thomas,2272000,1992-93,,,,,
Marcus Webb,140000,1992-93,,,,,
Mookie Blaylock,660000,1992-93,,,,,
Manute Bol,1650000,1992-93,,,,,
Jay Humphries,1800000,1992-93,,,,,
John Bagley,550000,1992-93,,,,,
Sam Perkins,3047000,1992-93,,,,,
Doug West,1275000,1992-93,,,,,
Brian Oliver,456000,1992-93,,,,,
Sam Bowie,2600000,1992-93,,,,,
Herb Williams,430000,1992-93,,,,,
Charles Jones,875000,1992-93,,,,,
Willie Burton,802000,1992-93,,,,,
Morlon Wiley,250000,1992-93,,,,,
Ralph Sampson,2685000,1992-93,,,,,
Will Perdue,625000,1992-93,,,,,
Bimbo Coles,650000,1992-93,,,,,
Magic Johnson,2500000,1992-93,,,,,
Eric Anderson,140000,1992-93,,,,,
Vinny Del Negro,920000,1992-93,,,,,
Walt Williams,1275000,1992-93,,,,,
A.C. Green,1750000,1992-93,,,,,
Mark Eaton,1333000,1992-93,,,,,
Mark Macon,1228000,1992-93,,,,,
Marcus Liberty,360000,1992-93,,,,,
Mario Elie,608000,1992-93,,,,,
Kevin Johnson,1850000,1992-93,,,,,
Michael Adams,1309000,1992-93,,,,,
Kevin Pritchard,158000,1992-93,,,,,
Greg Dreiling,650000,1992-93,,,,,
Ed Pinckney,1150000,1992-93,,,,,
John Battle,910000,1992-93,,,,,
Joe Dumars,1339000,1992-93,,,,,
Cliff Robinson,140000,1992-93,,,,,
Dino Radja,711000,1992-93,,,,,
Reggie Williams,985000,1992-93,,,,,
Harold Miner,912000,1992-93,,,,,
Jim Les,413000,1992-93,,,,,
Hersey Hawkins,2400000,1992-93,,,,,
Felton Spencer,1610000,1992-93,,,,,
Jeff Turner,700000,1992-93,,,,,
Vernon Maxwell,1542000,1992-93,,,,,
Negele Knight,469000,1992-93,,,,,
Jud Buechler,375000,1992-93,,,,,
Walter Bond,150000,1992-93,,,,,
Avery Johnson,140000,1992-93,,,,,
Ed Nealy,800000,1992-93,,,,,
Brad Daugherty,2923000,1992-93,,,,,
Kevin McHale,3500000,1992-93,,,,,
Otis Thorpe,2102000,1992-93,,,,,
Sam Mitchell,575000,1992-93,,,,,
Michael Smith,650000,1992-93,,,,,
Danny Ferry,3143000,1992-93,,,,,
Vinnie Johnson,210000,1992-93,,,,,
Rodney McCray,1075000,1992-93,,,,,
John Williams,800000,1992-93,,,,,
Kenny Gattison,598000,1992-93,,,,,
Anthony Peeler,700000,1992-93,,,,,
Michael Cage,1390000,1992-93,,,,,
Reggie Miller,3211000,1992-93,,,,,
Armen Gilliam,2300000,1992-93,,,,,
Stanley Roberts,1900000,1992-93,,,,,
Randy White,930000,1992-93,,,,,
Sean Green,355000,1992-93,,,,,
John Paxson,1200000,1992-93,,,,,
Glen Rice,1552000,1992-93,,,,,
Craig Ehlo,1075000,1992-93,,,,,
Byron Scott,1100000,1992-93,,,,,
Winston Garland,625000,1992-93,,,,,
Clifford Robinson,1665000,1992-93,,,,,
Brent Price,283000,1992-93,,,,,
